,storm_code,storm_name,mad1_bursts,mad2_bursts,mad1_threshold,mad2_threshold,iqr1_bursts,iqr2_bursts,iqr1_threshold,iqr2_threshold,logn1_bursts,logn2_bursts,logn1_threshold,logn2_threshold,total_bins,mad1_prop,mad2_prop,iqr1_prop,iqr2_prop,logn1_prop,logn2_prop
119,ATL_20_13,Laura,0,0,9.352806219675086,10.84918381709724,0,0,7.907908651305807,9.3650254287123,2,0,6.9053951938013824,8.621273992596215,204,0.0,0.0,0.0,0.0,0.98,0.0
120,SHEM_19_15,Oma,0,0,7.355273299152629,8.594617805741194,0,0,6.233342688479429,7.389318882490762,0,0,5.704303950655936,7.206770369891746,54,0.0,0.0,0.0,0.0,0.0,0.0
121,SHEM_15_10,Ola,2,1,4.1588830833596715,4.852030263919617,2,0,4.388237894673161,5.312010573201464,2,0,4.467034927577314,5.75530016776981,40,5.0,2.5,5.0,0.0,5.0,0.0
122,WPAC_17_33,Tembin,0,0,7.6632986583140905,8.806362709553035,5,0,6.633976111699347,7.772609754204225,5,0,6.767747905677902,8.507846640975643,133,0.0,0.0,3.76,0.0,3.76,0.0
123,WPAC_19_28,Fung-Wong,0,0,6.843269042738699,7.97969632215655,0,0,5.575460583322403,6.622752138873031,1,0,5.009504321078399,6.280538292880207,34,0.0,0.0,0.0,0.0,2.94,0.0
124,WPAC_19_22,Bualoi,0,0,5.252624441793185,6.079303014977653,4,0,4.179502370562409,4.949724891035983,5,0,4.017957562897546,5.018139767388268,149,0.0,0.0,2.68,0.0,3.36,0.0
125,WPAC_15_13,Soudelor,0,0,6.823014050527046,7.9075409007118065,0,0,5.365248074690898,6.35998650308365,0,0,4.780344462846475,5.936587034969464,80,0.0,0.0,0.0,0.0,0.0,0.0
126,SHEM_15_12,Lam,0,0,7.953687309821334,9.104979856318359,0,0,6.72218206065768,7.853421431488045,0,0,6.167563845712625,7.605206274062979,76,0.0,0.0,0.0,0.0,0.0,0.0
127,CPAC_15_4,Loke,0,0,6.186208623900493,7.284820912568602,1,0,4.412798293340636,5.342711071535808,2,0,4.13166148207881,5.282398993241646,31,0.0,0.0,3.23,0.0,6.45,0.0
128,SHEM_11_19,Bune,2,2,0.6931471805599453,0.6931471805599453,2,2,1.039720770839918,1.126364168409911,1,0,3.472922932857662,4.615858076595181,8,25.0,25.0,25.0,25.0,12.5,0.0
129,WPAC_20_3,Hagupit,0,0,5.27460083993072,6.190891571804875,0,0,4.0312864262549635,4.764454960651678,0,0,3.9737752693805275,5.014703464027603,9,0.0,0.0,0.0,0.0,0.0,0.0
130,WPAC_20_3,Three,0,0,5.27460083993072,6.190891571804875,0,0,4.0312864262549635,4.764454960651678,0,0,3.9737752693805275,5.014703464027603,9,0.0,0.0,0.0,0.0,0.0,0.0
131,WPAC_17_20,Talim,0,0,8.030084094267563,9.416378455387454,0,0,7.5709286699736875,9.135067376715373,1,0,6.637892882733493,8.505825288452051,124,0.0,0.0,0.0,0.0,0.81,0.0
132,EPAC_12_9,Ileana,1,1,2.7204727211007667,3.125937829208931,1,1,2.525728644308255,2.9838740102453327,1,1,2.6973971781287434,3.43672568222129,17,5.88,5.88,5.88,5.88,5.88,5.88
133,SHEM_17_15,Ernie,0,0,4.718498871295096,5.411646051855041,1,0,3.891820298110627,4.518201782358311,2,0,3.7951196142591113,4.676813971129738,100,0.0,0.0,1.0,0.0,2.0,0.0
134,EPAC_15_17,Marty,0,0,10.379431672537205,11.872609778855445,0,0,8.684006604267797,10.139560117590698,0,0,7.998327016305833,9.901105124712007,111,0.0,0.0,0.0,0.0,0.0,0.0
135,ATL_19_13,Lorenzo,0,0,2.7204727211007667,3.125937829208931,3,0,2.525728644308255,2.9838740102453327,1,0,2.648261392840937,3.321095437917763,33,0.0,0.0,9.09,0.0,3.03,0.0
136,SHEM_15_4,Kate,0,0,6.59167373200866,7.690286020676769,1,0,5.2574953720277815,6.2972161428677005,2,0,4.803229574696113,6.048038505735983,106,0.0,0.0,0.94,0.0,1.89,0.0
137,WPAC_19_20,Hagibis,0,0,6.59167373200866,7.690286020676769,0,0,5.8944028342648505,7.093350470664037,1,0,4.987399614918457,6.300064272863194,97,0.0,0.0,0.0,0.0,1.03,0.0
138,WPAC_20_1,Vongfong,3,1,4.382026634673883,5.075173815233828,10,4,3.697178256928632,4.346819748993762,5,1,4.024092351538767,5.086621925509158,95,3.16,1.05,10.53,4.21,5.26,1.05
139,SHEM_10_23,Robyn,0,0,4.1588830833596715,4.852030263919617,0,0,4.481435962040354,5.352483449640176,1,0,3.7678304530058657,4.760483503871837,36,0.0,0.0,0.0,0.0,2.78,0.0
140,WPAC_11_11,Muifa,0,0,6.59167373200866,7.690286020676769,0,0,5.605802066295997,6.660678992590023,0,0,4.979083251637682,6.247248286413049,99,0.0,0.0,0.0,0.0,0.0,0.0
141,SHEM_12_8,Funso,1,0,2.2493405784752336,2.537022650927015,1,0,2.0794415416798357,2.4260151319598084,1,0,2.0032170407033774,2.433965279612176,17,5.88,0.0,5.88,0.0,5.88,0.0
142,WPAC_16_15,Namtheun,0,0,4.564348191467836,5.2574953720277815,1,0,3.947759383923381,4.660046157737199,3,0,3.6817435309935167,4.612968809012612,86,0.0,0.0,1.16,0.0,3.49,0.0
143,WPAC_14_19,Vongfong,0,0,6.855496566520932,7.928133368785781,1,0,5.665734407018671,6.679808530664813,5,0,5.368812351523168,6.721592801976508,135,0.0,0.0,0.74,0.0,3.7,0.0
144,EPAC_14_11,Karina,0,0,7.595027209319415,8.894310193449677,3,0,6.270988431858299,7.4921619495429015,5,0,5.80230908869253,7.368900793303829,137,0.0,0.0,2.19,0.0,3.65,0.0
145,ATL_20_16,Nana,0,0,10.345524376036202,11.896121788447369,0,0,8.90092759245422,10.57685334623372,0,0,7.884307060558454,9.851360526758732,97,0.0,0.0,0.0,0.0,0.0,0.0
146,ATL_15_12,Kate,0,0,5.335101590604128,6.182399450991332,3,0,4.702750514326955,5.531864552628722,3,0,4.832534636470023,6.0989727739414406,41,0.0,0.0,7.32,0.0,7.32,0.0
147,IO_11_6,Thane,5,2,2.7204727211007667,3.125937829208931,0,0,3.465735902799726,4.158883083359671,2,0,3.048008791116305,3.819771332556364,55,9.09,3.64,0.0,0.0,3.64,0.0
148,WPAC_19_14,Faxai,0,0,4.1588830833596715,4.852030263919617,3,0,3.7013019741124937,4.45334067250063,5,0,3.610793983720284,4.585471973375228,68,0.0,0.0,4.41,0.0,7.35,0.0
149,SHEM_11_17,Atu,0,0,9.532847530447858,10.868645727553217,0,0,8.220044226791531,9.72574913915536,0,0,7.370892609262636,9.180768844347538,107,0.0,0.0,0.0,0.0,0.0,0.0
150,SHEM_14_17,Gillian,0,0,5.577666202721927,6.350856090955409,2,0,4.724433606814909,5.457602141211623,2,0,4.653980117218994,5.739379094619173,97,0.0,0.0,2.06,0.0,2.06,0.0
151,ATL_11_16,Ophelia,0,0,6.002758553726741,6.983587806738466,4,0,5.417580787374854,6.4973229120515406,7,0,5.176780368986654,6.579872064814577,159,0.0,0.0,2.52,0.0,4.4,0.0
152,SHEM_16_9,Stan,0,0,5.335101590604128,6.182399450991332,2,0,4.790265669664771,5.713179014913936,2,0,4.74091383850993,6.033200989180067,37,0.0,0.0,5.41,0.0,5.41,0.0
153,ATL_12_13,Michael,19,13,2.7204727211007667,3.125937829208931,13,5,3.121597777637052,3.7287104269063285,7,0,3.4679750171317307,4.4387264700723446,122,15.57,10.66,10.66,4.1,5.74,0.0
154,WPAC_13_20,Wutip,0,0,5.252624441793185,6.079303014977653,1,0,4.31748811353631,5.122207069753361,2,0,3.9507389225590135,4.930968025519483,63,0.0,0.0,1.59,0.0,3.17,0.0
155,ATL_20_26,Delta,0,0,8.919997897943539,10.331112330548997,0,0,7.539984044572665,9.022620577607306,3,0,6.626615662691792,8.330468269704866,168,0.0,0.0,0.0,0.0,1.79,0.0
156,SHEM_10_20,Ului,0,0,7.1976868194825085,8.421462251104625,0,0,6.557291595042683,7.921961421636327,1,0,5.62787015820334,7.15465404153581,112,0.0,0.0,0.0,0.0,0.89,0.0
157,EPAC_18_15,Miriam,0,0,7.79020404361232,9.060742504239848,0,0,6.484026555755279,7.702673716585574,1,0,5.883171718287748,7.386922067462672,88,0.0,0.0,0.0,0.0,1.14,0.0
158,SHEM_19_22,Joaninha,1,1,2.7204727211007667,3.125937829208931,1,0,2.8903717578961645,3.439677902230219,1,0,2.8593946445656795,3.598125711383963,33,3.03,3.03,3.03,0.0,3.03,0.0
159,SHEM_17_4,Carlos,0,0,6.59167373200866,7.690286020676769,5,0,5.318728363808164,6.373757382593177,6,0,5.019666391539765,6.349294695774528,146,0.0,0.0,3.42,0.0,4.11,0.0
160,ATL_12_18,Sandy,0,0,4.1588830833596715,4.852030263919617,0,0,4.280868647589449,5.101774306576544,0,0,3.522884891613099,4.439762980094365,20,0.0,0.0,0.0,0.0,0.0,0.0
161,WPAC_10_3,Conson,0,0,6.697034247666484,7.795646536334593,2,0,5.966146739123692,7.111109833624642,6,0,5.618997412516688,7.119579761914419,195,0.0,0.0,1.03,0.0,3.08,0.0
162,ATL_18_6,Florence,5,0,5.668930072165434,6.582993628864898,13,4,4.917247340524588,5.871906103488708,13,1,4.84021976126985,6.153824298411209,268,1.87,0.0,4.85,1.49,4.85,0.37
163,ATL_15_4,Danny,0,0,6.87935580446044,7.977968093128549,2,0,5.9589413554024215,7.0463172161445025,4,0,5.741565430236541,7.258306692536015,65,0.0,0.0,3.08,0.0,6.15,0.0
164,WPAC_14_10,Matmo,0,0,7.595027209319415,8.894310193449677,0,0,6.774163438259345,8.193051225657154,0,0,5.596799152846419,7.086838050700866,130,0.0,0.0,0.0,0.0,0.0,0.0
165,WPAC_20_15,Kujira,5,2,2.7204727211007667,3.125937829208931,2,1,3.524627420627918,4.232497480644911,2,0,3.480276458954245,4.442781348085202,32,15.62,6.25,6.25,3.12,6.25,0.0
166,WPAC_20_15,Fifteen,5,2,2.7204727211007667,3.125937829208931,2,1,3.524627420627918,4.232497480644911,2,0,3.480276458954245,4.442781348085202,32,15.62,6.25,6.25,3.12,6.25,0.0
167,WPAC_13_6,Rumbia,0,0,4.763267353891182,5.551724714255452,0,0,4.790265669664771,5.713179014913936,1,0,4.415922574413132,5.614183842739568,56,0.0,0.0,0.0,0.0,1.79,0.0
168,SHEM_18_21,Flamboyan,0,0,5.578010961738248,6.473890696352275,0,0,4.619463914414048,5.601043097877573,0,0,3.843612882069948,4.851552315289064,16,0.0,0.0,0.0,0.0,0.0,0.0
169,SHEM_17_9,Enawo,8,8,0.6931471805599453,0.6931471805599453,0,0,2.0794415416798357,2.4260151319598084,1,0,1.9054680578078882,2.3387791556521,18,44.44,44.44,0.0,0.0,5.56,0.0
170,ATL_12_11,Kirk,4,0,5.335101590604128,6.182399450991332,12,5,4.50258359721299,5.281655906236265,9,0,4.8875698826070435,6.207460490432123,133,3.01,0.0,9.02,3.76,6.77,0.0
171,EPAC_12_3,Carlotta,0,0,9.771617565608643,11.506218620996748,0,0,7.049254841255836,8.638281756429809,0,0,6.4467061609745,8.262072662926156,41,0.0,0.0,0.0,0.0,0.0,0.0
172,EPAC_13_13,Manuel,0,0,9.952733743058705,11.64662092372371,0,0,7.955716704320201,9.669992808233223,0,0,6.718705099522289,8.530642681770324,58,0.0,0.0,0.0,0.0,0.0,0.0
173,SHEM_12_9,Iggy,0,0,8.343386771824996,9.78873796735584,0,0,6.8975334459566575,8.347263735278796,1,0,5.8583506110311045,7.460522940144456,94,0.0,0.0,0.0,0.0,1.06,0.0
174,WPAC_19_27,Kalmaegi,4,3,2.7204727211007667,3.125937829208931,4,3,2.7080502011022096,3.2117759562377755,2,0,3.5618616047456415,4.5822286941871315,27,14.81,11.11,14.81,11.11,7.41,0.0
175,ATL_11_9,Irene,2,0,4.1588830833596715,4.852030263919617,6,2,3.58351893845611,4.306111877930151,6,2,3.550330839585738,4.505166133194303,107,1.87,0.0,5.61,1.87,5.61,1.87
176,WPAC_15_2,Higos,0,0,8.33253016067009,9.830396297447086,0,0,6.611520472578887,7.98974751855658,0,0,5.617142726393785,7.1454688976485805,30,0.0,0.0,0.0,0.0,0.0,0.0
177,EPAC_15_2,Blanca,0,0,5.094528751185358,5.848300553561738,0,0,4.772530537779295,5.619089581944146,2,0,4.495246722442875,5.59284372388046,54,0.0,0.0,0.0,0.0,3.7,0.0
178,WPAC_12_15,Tembin,0,0,5.27460083993072,6.190891571804875,9,5,3.9120230054281464,4.716741961645196,9,1,3.912639096576619,4.9902630701702835,203,0.0,0.0,4.43,2.46,4.43,0.49
179,IO_16_5,Vardah,0,0,6.359898210531538,7.350398944964829,3,0,5.272813856758726,6.188657842839883,3,0,5.327167324335266,6.694990660651007,118,0.0,0.0,2.54,0.0,2.54,0.0
180,WPAC_19_11,Krosa,1,1,2.7204727211007667,3.125937829208931,1,0,3.0304369992400746,3.614759453910107,1,0,3.115208005015953,3.9623189772509546,18,5.56,5.56,5.56,0.0,5.56,0.0
181,ATL_12_12,Leslie,0,0,7.624618986159398,9.010913347279288,0,0,6.040254711277414,7.377031593956781,1,0,5.077281217842674,6.504903242786339,171,0.0,0.0,0.0,0.0,0.58,0.0
182,SHEM_13_8,Narelle,5,1,4.564348191467836,5.2574953720277815,1,0,5.377619881636356,6.447371779878417,2,0,4.907601705256781,6.213425089884821,76,6.58,1.32,1.32,0.0,2.63,0.0
183,EPAC_15_1,Andres,0,0,5.27460083993072,6.190891571804875,1,0,4.653552020204245,5.542286953088279,4,0,4.374908226395915,5.570740537571498,62,0.0,0.0,1.61,0.0,6.45,0.0
184,WPAC_13_12,Trami,0,0,6.59167373200866,7.690286020676769,0,0,5.211305989558408,6.239479414780982,2,0,4.814169243333728,6.076703906878813,39,0.0,0.0,0.0,0.0,5.13,0.0
185,EPAC_16_20,Seymour,0,0,5.123547399518043,5.9179567121337255,2,0,4.0312864262549635,4.764454960651678,2,0,3.8422315240241147,4.783404031129621,92,0.0,0.0,2.17,0.0,2.17,0.0
186,SHEM_15_9,Eunice,0,0,4.184373300797004,4.743989088732427,0,0,3.697178256928632,4.346819748993762,1,0,3.330646236769155,4.08509410603799,42,0.0,0.0,0.0,0.0,2.38,0.0
187,ATL_17_12,Jose,2,0,7.3007978670917435,8.50477067141768,3,0,6.628041376179533,7.9384781299444445,17,0,6.1218140734067825,7.783013957251683,399,0.5,0.0,0.75,0.0,4.26,0.0
188,EPAC_15_10,Hilda,1,0,5.252624441793185,6.079303014977653,9,2,4.31748811353631,5.122207069753361,8,0,4.3871324170321655,5.545261783214979,144,0.69,0.0,6.25,1.39,5.56,0.0
189,SHEM_14_24,Jack,0,0,8.030084094267563,9.416378455387454,0,0,6.6283720093450516,7.938891421401342,0,0,5.453601862797878,6.90116032041347,61,0.0,0.0,0.0,0.0,0.0,0.0
190,ATL_18_9,Isaac,0,0,8.317766166719343,9.704060527839234,0,0,7.087740775978545,8.457316491864656,0,0,6.198858507493883,7.788809775951592,95,0.0,0.0,0.0,0.0,0.0,0.0
191,ATL_12_14,Nadine,1,0,5.27460083993072,6.190891571804875,2,0,5.140276593061297,6.252058946186635,5,0,4.741411503534312,6.09960759580056,120,0.83,0.0,1.67,0.0,4.17,0.0
192,SHEM_13_7,Dumile,0,0,4.1588830833596715,4.852030263919617,3,1,3.2369453481761377,3.7715286130531447,2,0,3.4348251612797016,4.327391684604686,34,0.0,0.0,8.82,2.94,5.88,0.0
193,ATL_10_14,Lisa,0,0,2.7204727211007667,3.125937829208931,1,0,2.0794415416798357,2.4260151319598084,1,0,2.031772340105967,2.4761670889955,23,0.0,0.0,4.35,0.0,4.35,0.0
194,SHEM_13_17,Rusty,18,18,0.6931471805599453,0.6931471805599453,8,7,1.5040773967762737,1.706809950830356,2,2,3.338563323278112,4.387206401366296,39,46.15,46.15,20.51,17.95,5.13,5.13
195,WPAC_17_11,Nesat,0,0,6.87935580446044,7.977968093128549,0,0,5.817706220974515,6.869773298109619,2,0,5.431903394216927,6.793527712649327,89,0.0,0.0,0.0,0.0,2.25,0.0
196,WPAC_12_2,Pakhar,8,8,0.6931471805599453,0.6931471805599453,0,0,4.436751534363128,5.3726526228139235,1,0,3.6080690987328823,4.652548263478549,18,44.44,44.44,0.0,0.0,5.56,0.0
197,SHEM_12_12,Giovanna,10,2,4.2991646590916,4.948806151156731,4,1,4.68213122712422,5.578010961738247,6,0,4.5364894995147305,5.772276977794107,116,8.62,1.72,3.45,0.86,5.17,0.0
198,SHEM_20_14,Damien,4,2,2.7204727211007667,3.125937829208931,1,0,3.688879454113936,4.437812522502433,2,0,3.55210435621973,4.523384388410246,23,17.39,8.7,4.35,0.0,8.7,0.0
199,WPAC_15_1,Mekkhala,0,0,9.096207624693307,10.402459278139661,0,0,7.549125231912328,8.78590570400581,0,0,7.052654828583988,8.714258554407444,47,0.0,0.0,0.0,0.0,0.0,0.0
200,SHEM_13_23,Zane,0,0,2.4260151319598084,2.772588722239781,0,0,3.0342127941220554,3.6194791975125824,0,0,2.671955187623148,3.3621409572308716,8,0.0,0.0,0.0,0.0,0.0,0.0
201,WPAC_11_12,Merbok,0,0,8.334484668545274,9.776868496316208,0,0,6.5245090955892575,7.817130094348795,0,0,5.184808098191939,6.468385184179941,19,0.0,0.0,0.0,0.0,0.0,0.0
202,WPAC_13_23,Danas,1,0,5.665510244030745,6.547304540161424,3,1,4.8284077284674085,5.688936070304289,2,0,4.970070727290363,6.265282823856664,60,1.67,0.0,5.0,1.67,3.33,0.0
203,WPAC_12_14,Kai-Tak,0,0,6.145331217717846,7.163772181348367,1,0,5.233677304236355,6.267443558128417,1,0,4.812314331829034,6.130761891981933,36,0.0,0.0,2.78,0.0,2.78,0.0
204,WPAC_14_9,Rammasun,3,0,5.27460083993072,6.190891571804875,10,4,4.142448384485547,4.903407408439906,5,2,4.511526517549935,5.795457590821505,138,2.17,0.0,7.25,2.9,3.62,1.45
205,WPAC_16_20,Megi,2,1,1.7068099508303562,1.9095425048844386,1,1,2.0794415416798357,2.4260151319598084,1,0,2.141958722571553,2.670544139465669,16,12.5,6.25,6.25,6.25,6.25,0.0
206,SHEM_17_16,Cook,0,0,8.541796563443562,9.972897003908294,0,0,7.071292646964629,8.492542218425815,0,0,5.842707372333679,7.334462234549784,74,0.0,0.0,0.0,0.0,0.0,0.0
207,WPAC_16_21,Chaba,0,0,5.465343326916779,6.297095893768967,1,0,4.605170185988091,5.409889142205142,1,0,4.318884961330308,5.37859780725954,132,0.0,0.0,0.76,0.0,0.76,0.0
208,WPAC_16_2,Nepartak,0,0,6.028248771164074,6.875546631551279,3,0,5.137669678098016,5.9855423276151285,4,0,4.967739409561989,6.143825664114221,176,0.0,0.0,1.7,0.0,2.27,0.0
209,EPAC_19_7,Flossie,0,0,8.189478467777837,9.551768219304547,0,0,6.695129661211903,8.094259004347851,1,0,5.794436167232229,7.328825302546794,104,0.0,0.0,0.0,0.0,0.96,0.0
210,EPAC_15_3,Carlos,18,16,2.7204727211007667,3.125937829208931,12,8,3.7013019741124937,4.45334067250063,7,1,4.560758828905016,5.986969625960161,94,19.15,17.02,12.77,8.51,7.45,1.06
211,WPAC_16_26,Meari,0,0,7.187657164114956,8.363344792696696,2,0,6.114804259775729,7.282985262482551,3,0,5.7746126096860255,7.303969439368942,78,0.0,0.0,2.56,0.0,3.85,0.0
212,WPAC_16_30,Nock-Ten,0,0,9.349741039313596,10.798339283769641,0,0,7.683418465945575,9.101104121090076,0,0,6.95345465050862,8.667966209384867,183,0.0,0.0,0.0,0.0,0.0,0.0
213,EPAC_19_1,Alvin,0,0,4.564348191467836,5.2574953720277815,1,0,3.655579264249186,4.320162577401216,1,0,3.5045644451271794,4.4075902228671024,20,0.0,0.0,5.0,0.0,5.0,0.0
214,EPAC_11_3,Calvin,0,0,7.639034501934385,8.82620018794394,0,0,6.30835862103487,7.3989707390297585,0,0,5.590863656011661,6.955644573895974,29,0.0,0.0,0.0,0.0,0.0,0.0
215,ATL_10_1,Alex,4,3,2.7204727211007667,3.125937829208931,3,2,3.265438813862943,3.908511722188692,3,0,3.4690465207161894,4.4444761727921565,40,10.0,7.5,7.5,5.0,7.5,0.0
216,SHEM_16_20,Amos,0,0,8.526323467847469,9.99814000240552,0,0,6.4457198193855785,7.782496702064945,1,0,5.570101495996441,7.081631684949018,91,0.0,0.0,0.0,0.0,1.1,0.0
217,EPAC_12_12,Lane,0,0,2.2493405784752336,2.537022650927015,0,0,1.5040773967762737,1.706809950830356,0,0,1.5912960330041925,1.8899627195486888,5,0.0,0.0,0.0,0.0,0.0,0.0
218,EPAC_18_24,Willa,0,0,7.815367465642654,8.880474399169284,0,0,6.695106588833555,7.732648565906156,0,0,6.079379299285241,7.327221489477503,88,0.0,0.0,0.0,0.0,0.0,0.0
219,IO_19_1,Fani,16,7,4.949724891035982,5.7199474115095565,21,15,4.31748811353631,5.122207069753361,16,0,5.002996120395472,6.40376026412038,184,8.7,3.8,11.41,8.15,8.7,0.0
220,WPAC_19_10,Lekima,3,2,2.7204727211007667,3.125937829208931,3,3,2.525728644308255,2.9838740102453327,2,0,3.193888126855923,4.06463407442161,29,10.34,6.9,10.34,10.34,6.9,0.0
221,SHEM_18_10,Kelvin,10,10,0.6931471805599453,0.6931471805599453,5,4,1.9356005054539454,2.2462138366774456,2,1,3.5351844271187343,4.656452935208337,26,38.46,38.46,19.23,15.38,7.69,3.85
222,SHEM_17_19,Ella,0,0,8.317766166719343,9.704060527839234,3,0,6.962480178671383,8.356526633059257,4,0,6.779272576130696,8.65045067684712,93,0.0,0.0,3.23,0.0,4.3,0.0
223,SHEM_16_6,Ula,0,0,5.940025469499822,6.938554299610948,2,0,4.722953221644475,5.730404731915607,2,0,4.422056152598079,5.6460820045078055,45,0.0,0.0,4.44,0.0,4.44,0.0
224,SHEM_15_24,Quang,0,0,4.1588830833596715,4.852030263919617,1,0,3.541044179257261,4.22767685967483,1,0,3.256033837210416,4.089525914793672,46,0.0,0.0,2.17,0.0,2.17,0.0
225,ATL_20_14,Marco,0,0,10.094306645017156,11.834009752289157,0,0,7.996064674654349,9.648507253037963,1,0,6.764857046108343,8.57574975382355,75,0.0,0.0,0.0,0.0,1.33,0.0
226,ATL_19_9,Humberto,5,2,2.7204727211007667,3.125937829208931,3,1,2.8903717578961645,3.439677902230219,3,1,2.900006581985533,3.6706880566765596,54,9.26,3.7,5.56,1.85,5.56,1.85
227,SHEM_12_1,Alenga,4,1,4.564348191467836,5.2574953720277815,2,0,5.0106352940962555,5.916720527340347,3,0,4.798251909195277,6.050294629820906,59,6.78,1.69,3.39,0.0,5.08,0.0
228,WPAC_12_11,Damrey,0,0,4.763267353891182,5.551724714255452,0,0,4.0312864262549635,4.764454960651678,1,0,3.3896584206641065,4.212154134681771,21,0.0,0.0,0.0,0.0,4.76,0.0
229,WPAC_17_7,Noru,1,0,4.763267353891182,5.551724714255452,3,1,3.697178256928632,4.346819748993762,3,1,3.685026479055007,4.640100278683588,102,0.98,0.0,2.94,0.98,2.94,0.98
230,WPAC_14_8,Neoguri,1,0,4.382026634673883,5.075173815233828,0,0,4.68213122712422,5.578010961738247,1,0,4.175206871314407,5.315678399718544,37,2.7,0.0,0.0,0.0,2.7,0.0
231,WPAC_13_25,Wipha,0,0,8.042923194151335,9.478007719440658,3,0,6.376726947898627,7.696255612706256,1,0,6.748440947715876,8.770256822896778,33,0.0,0.0,9.09,0.0,3.03,0.0
232,EPAC_15_13,Jimena,3,1,2.7204727211007667,3.125937829208931,1,0,3.524627420627918,4.232497480644911,1,0,3.1618670746649045,4.0266135946440915,36,8.33,2.78,2.78,0.0,2.78,0.0
233,SHEM_10_19,Tomas,1,0,2.7204727211007667,3.125937829208931,4,4,1.5040773967762737,1.706809950830356,2,0,2.4699197852576527,3.116763586014798,19,5.26,0.0,21.05,21.05,10.53,0.0
234,SHEM_18_7,Cebile,0,0,2.7204727211007667,3.125937829208931,0,0,2.6168894227052326,3.0978249832415545,0,0,2.2497885140301537,2.7571049564138077,20,0.0,0.0,0.0,0.0,0.0,0.0
235,WPAC_14_22,Hagupit,0,0,6.999028843368861,8.040482718197023,0,0,6.0322865416282365,7.0924183097282825,5,0,5.470642425298745,6.781261869589662,233,0.0,0.0,0.0,0.0,2.15,0.0
236,ATL_17_17,Ophelia,7,4,5.335101590604128,6.182399450991332,0,0,7.536363938404511,9.14580185083861,1,0,6.580235934307542,8.523773926535135,41,17.07,9.76,0.0,0.0,2.44,0.0
237,EPAC_11_4,Dora,2,0,2.7204727211007667,3.125937829208931,0,0,2.967447097809794,3.536022077122256,2,0,2.750993104620222,3.437452189443762,32,6.25,0.0,0.0,0.0,6.25,0.0
